Mod:Item:MetaData, Localized Name
gregtech:meta_block_compressed_4:5, Block of Nickel
gregtech:meta_block_compressed_4:7, Block of Niobium
gregtech:meta_block_compressed_4:11, Block of Osmium
gregtech:meta_block_compressed_4:13, Block of Palladium
gregtech:meta_block_compressed_5:0, Block of Platinum
gregtech:meta_block_compressed_5:1, Block of Plutonium 239
gregtech:meta_block_compressed_5:2, Block of Plutonium 241
gregtech:meta_block_compressed_5:10, Block of Rhodium
gregtech:meta_block_compressed_5:13, Block of Ruthenium
gregtech:meta_block_compressed_5:15, Block of Samarium
gregtech:meta_block_compressed_6:3, Block of Silicon
gregtech:meta_block_compressed_6:4, Block of Silver
gregtech:meta_block_compressed_6:8, Block of Tantalum
gregtech:meta_block_compressed_6:13, Block of Thorium
gregtech:meta_block_compressed_7:0, Block of Tin
gregtech:meta_block_compressed_7:1, Block of Titanium
gregtech:meta_block_compressed_7:3, Block of Tungsten
gregtech:meta_block_compressed_7:4, Block of Uranium 238
gregtech:meta_block_compressed_7:5, Block of Uranium 235
gregtech:meta_block_compressed_7:6, Block of Vanadium
gregtech:meta_block_compressed_7:9, Block of Yttrium
gregtech:meta_block_compressed_7:10, Block of Zinc
gregtech:meta_block_compressed_7:12, Block of Naquadah
gregtech:meta_block_compressed_7:13, Block of Enriched Naquadah
gregtech:meta_block_compressed_7:14, Block of Naquadria
gregtech:meta_block_compressed_7:15, Block of Neutronium
gregtech:meta_block_compressed_8:0, Block of Tritanium
gregtech:meta_block_compressed_8:1, Block of Duranium
gregtech:meta_block_compressed_8:2, Block of Trinium
gregtech:meta_block_compressed_13:6, Block of Certus Quartz
gregtech:meta_block_compressed_15:10, Block of Almandine
gregtech:meta_block_compressed_15:11, Block of Andradite
gregtech:meta_block_compressed_15:12, Block of Annealed Copper
gregtech:meta_block_compressed_16:0, Block of Battery Alloy
gregtech:meta_block_compressed_16:1, Block of Blue Topaz
gregtech:meta_block_compressed_16:3, Block of Brass
gregtech:meta_block_compressed_16:4, Block of Bronze
gregtech:meta_block_compressed_16:10, Block of Charcoal
gregtech:meta_block_compressed_17:2, Block of Cupronickel
gregtech:meta_block_compressed_17:5, Block of Electrum
gregtech:meta_block_compressed_17:9, Block of Green Sapphire
gregtech:meta_block_compressed_17:10, Block of Grossular
gregtech:meta_block_compressed_17:13, Block of Rutile
gregtech:meta_block_compressed_17:15, Block of Invar
gregtech:meta_block_compressed_18:0, Block of Kanthal
gregtech:meta_block_compressed_18:1, Block of Lazurite
gregtech:meta_block_compressed_18:2, Block of Magnalium
gregtech:meta_block_compressed_18:6, Block of Nichrome
gregtech:meta_block_compressed_18:7, Block of Niobium Nitride
gregtech:meta_block_compressed_18:8, Block of Niobium-Titanium
gregtech:meta_block_compressed_18:12, Block of Sterling Silver
gregtech:meta_block_compressed_18:13, Block of Rose Gold
gregtech:meta_block_compressed_18:14, Block of Black Bronze
gregtech:meta_block_compressed_18:15, Block of Bismuth Bronze
gregtech:meta_block_compressed_19:4, Block of Pyrope
gregtech:meta_block_compressed_19:5, Block of Rock Salt
gregtech:meta_block_compressed_19:6, Block of Ruridit
gregtech:meta_block_compressed_19:7, Block of Ruby
gregtech:meta_block_compressed_19:8, Block of Salt
gregtech:meta_block_compressed_19:10, Block of Sapphire
gregtech:meta_block_compressed_19:12, Block of Sodalite
gregtech:meta_block_compressed_19:15, Block of Coke
gregtech:meta_block_compressed_20:0, Block of Soldering Alloy
gregtech:meta_block_compressed_20:1, Block of Spessartine
gregtech:meta_block_compressed_20:3, Block of Stainless Steel
gregtech:meta_block_compressed_20:4, Block of Steel
gregtech:meta_block_compressed_20:8, Block of Tin Alloy
gregtech:meta_block_compressed_20:9, Block of Topaz
gregtech:meta_block_compressed_20:11, Block of Ultimet
gregtech:meta_block_compressed_20:13, Block of Uvarovite
gregtech:meta_block_compressed_20:14, Block of Vanadium-Gallium
gregtech:meta_block_compressed_20:15, Block of Wrought Iron
gregtech:meta_block_compressed_21:2, Block of Yttrium Barium Cuprate
gregtech:meta_block_compressed_21:4, Block of Quartzite
gregtech:meta_block_compressed_21:8, Block of Osmiridium
gregtech:meta_block_compressed_21:15, Block of Gallium Arsenide
gregtech:meta_block_compressed_22:2, Block of Indium Gallium Phosphide
gregtech:meta_block_compressed_22:3, Block of Nickel Zinc Ferrite
gregtech:meta_block_compressed_22:13, Block of Realgar
gregtech:meta_block_compressed_24:1, Block of Malachite
gregtech:meta_block_compressed_24:11, Block of Magnetic Iron
gregtech:meta_block_compressed_24:12, Block of Tungstencarbide
gregtech:meta_block_compressed_26:0, Block of Enderpearl
gregtech:meta_block_compressed_26:2, Block of Magnetic Neodymium
gregtech:meta_block_compressed_26:7, Block of Magnetic Samarium
gregtech:meta_block_compressed_26:8, Block of Manganese Phosphide
gregtech:meta_block_compressed_26:9, Block of Magnesium Diboride
gregtech:meta_block_compressed_26:10, Block of Mercury Barium Calcium Cuprate
gregtech:meta_block_compressed_26:11, Block of Uranium Triplatinum
gregtech:meta_block_compressed_26:12, Block of Samarium Iron Arsenic Oxide
gregtech:meta_block_compressed_26:13, Block of Indium Tin Barium Titanium Cuprate
gregtech:meta_block_compressed_26:14, Block of Uranium Rhodium Dinaquadide
gregtech:meta_block_compressed_26:15, Block of Enriched Naquadah Trinium Europium Duranide
gregtech:meta_block_compressed_27:0, Block of Ruthenium Trinium Americium Neutronate
gregtech:meta_block_compressed_28:3, Block of RTM Alloy
gregtech:meta_block_compressed_62:8, Block of Silicone Rubber
gregtech:meta_block_compressed_62:12, Block of Styrene-Butadiene Rubber
gregtech:meta_block_compressed_62:14, Block of Fiber-Reinforced Epoxy Resin
gregtech:meta_block_compressed_62:15, Block of Polyvinyl Chloride (PVC)
gregtech:meta_block_compressed_63:0, Block of Polyphenylene Sulfide
gregtech:meta_block_compressed_63:2, Block of Polybenzimidazole (PBI)
gregtech:meta_block_compressed_63:4, Block of Polyethylene (PE)
gregtech:meta_block_compressed_63:5, Block of Epoxy Resin
gregtech:meta_block_compressed_63:7, Block of Polycaprolactam
gregtech:meta_block_compressed_63:8, Block of Polytetrafluoroethylene (PTFE)
gregtech:meta_block_compressed_63:9, Block of Sugar
gregtech:meta_block_compressed_66:12, Block of Rubber
gregtech:meta_block_compressed_67:2, Block of Polyvinyl Butyral
gregtech:meta_block_compressed_100:2, Block of Nether Star
gregtech:meta_block_compressed_125:4, Block of Olivine
gregtech:meta_block_compressed_125:5, Block of Opal
gregtech:meta_block_compressed_125:6, Block of Amethyst
gregtech:meta_block_compressed_125:10, Block of Apatite
gregtech:meta_block_compressed_125:11, Block of Black Steel
gregtech:meta_block_compressed_125:12, Block of Damascus Steel
gregtech:meta_block_compressed_125:13, Block of Tungstensteel
gregtech:meta_block_compressed_125:14, Block of Cobalt Brass
gregtech:meta_block_compressed_126:0, Block of Red Garnet
gregtech:meta_block_compressed_126:1, Block of Yellow Garnet
gregtech:meta_block_compressed_126:13, Block of Monazite
gregtech:meta_block_compressed_127:3, Block of Magnetic Steel
gregtech:meta_block_compressed_127:4, Block of Vanadiumsteel
gregtech:meta_block_compressed_127:5, Block of Potin
gregtech:meta_block_compressed_127:6, Block of Borosilicate Glass
gregtech:meta_block_compressed_127:10, Block of Naquadah Alloy
gregtech:meta_block_compressed_128:1, Block of Flint
gregtech:meta_block_compressed_128:14, Block of Rhodium Plated Palladium
gregtech:meta_block_compressed_156:12, Block of Endereye
gregtech:meta_block_compressed_156:14, Block of Red Steel
gregtech:meta_block_compressed_156:15, Block of Blue Steel
gregtech:meta_block_compressed_157:4, Block of HSS-G
gregtech:meta_block_compressed_157:5, Block of Red Alloy
gregtech:meta_block_compressed_157:7, Block of HSS-E
gregtech:meta_block_compressed_157:8, Block of HSS-S
gregtech:meta_block_compressed_157:15, Block of Blue Alloy
gregtech:meta_block_frame_0:2, Aluminium Frame Box
gregtech:meta_block_frame_2:1, Europium Frame Box
gregtech:meta_block_frame_3:2, Iridium Frame Box
gregtech:meta_block_frame_7:1, Titanium Frame Box
gregtech:meta_block_frame_7:15, Neutronium Frame Box
gregtech:meta_block_frame_8:0, Tritanium Frame Box
gregtech:meta_block_frame_16:4, Bronze Frame Box
gregtech:meta_block_frame_17:15, Invar Frame Box
gregtech:meta_block_frame_19:6, Ruridit Frame Box
gregtech:meta_block_frame_20:3, Stainless Steel Frame Box
gregtech:meta_block_frame_20:4, Steel Frame Box
gregtech:meta_block_frame_20:11, Ultimet Frame Box
gregtech:meta_block_frame_63:8, Polytetrafluoroethylene (PTFE) Frame Box
gregtech:meta_block_frame_101:1, Wood Frame Box
gregtech:meta_block_frame_103:0, Treated Wood Frame Box
gregtech:meta_block_frame_125:11, Black Steel Frame Box
gregtech:meta_block_frame_125:13, Tungstensteel Frame Box
gregtech:meta_block_frame_127:10, Naquadah Alloy Frame Box
gregtech:meta_block_frame_156:15, Blue Steel Frame Box
gregtech:meta_block_frame_157:4, HSS-G Frame Box
gregtech:meta_block_frame_157:7, HSS-E Frame Box
gregtech:meta_block_frame_157:8, HSS-S Frame Box
gregtech:ore_aluminium_0:0, Aluminium Ore
gregtech:ore_aluminium_0:1, Nether Aluminium Ore
gregtech:ore_aluminium_0:2, End Aluminium Ore
gregtech:ore_beryllium_0:0, Beryllium Ore
gregtech:ore_beryllium_0:1, Nether Beryllium Ore
gregtech:ore_beryllium_0:2, End Beryllium Ore
gregtech:ore_cobalt_0:0, Cobalt Ore
gregtech:ore_cobalt_0:1, Nether Cobalt Ore
gregtech:ore_cobalt_0:2, End Cobalt Ore
gregtech:ore_copper_0:0, Copper Ore
gregtech:ore_copper_0:1, Nether Copper Ore
gregtech:ore_copper_0:2, End Copper Ore
gregtech:ore_gold_0:0, Gold Ore
gregtech:ore_gold_0:1, Nether Gold Ore
gregtech:ore_gold_0:2, End Gold Ore
gregtech:ore_iron_0:0, Iron Ore
gregtech:ore_iron_0:1, Nether Iron Ore
gregtech:ore_iron_0:2, End Iron Ore
gregtech:ore_lead_0:0, Lead Ore
gregtech:ore_lead_0:1, Nether Lead Ore
gregtech:ore_lead_0:2, End Lead Ore
gregtech:ore_lithium_0:0, Lithium Ore
gregtech:ore_lithium_0:1, Nether Lithium Ore
gregtech:ore_lithium_0:2, End Lithium Ore
gregtech:ore_molybdenum_0:0, Molybdenum Ore
gregtech:ore_molybdenum_0:1, Nether Molybdenum Ore
gregtech:ore_molybdenum_0:2, End Molybdenum Ore
gregtech:ore_neodymium_0:0, Neodymium Ore
gregtech:ore_neodymium_0:1, Nether Neodymium Ore
gregtech:ore_neodymium_0:2, End Neodymium Ore
gregtech:ore_nickel_0:0, Nickel Ore
gregtech:ore_nickel_0:1, Nether Nickel Ore
gregtech:ore_nickel_0:2, End Nickel Ore
gregtech:ore_palladium_0:0, Palladium Ore
gregtech:ore_palladium_0:1, Nether Palladium Ore
gregtech:ore_palladium_0:2, End Palladium Ore
gregtech:ore_platinum_0:0, Platinum Ore
gregtech:ore_platinum_0:1, Nether Platinum Ore
gregtech:ore_platinum_0:2, End Platinum Ore
gregtech:ore_plutonium_0:0, Plutonium 239 Ore
gregtech:ore_plutonium_0:1, Nether Plutonium 239 Ore
gregtech:ore_plutonium_0:2, End Plutonium 239 Ore
gregtech:ore_silver_0:0, Silver Ore
gregtech:ore_silver_0:1, Nether Silver Ore
gregtech:ore_silver_0:2, End Silver Ore
gregtech:ore_sulfur_0:0, Sulfur Ore
gregtech:ore_sulfur_0:1, Nether Sulfur Ore
gregtech:ore_sulfur_0:2, End Sulfur Ore
gregtech:ore_thorium_0:0, Thorium Ore
gregtech:ore_thorium_0:1, Nether Thorium Ore
gregtech:ore_thorium_0:2, End Thorium Ore
gregtech:ore_tin_0:0, Tin Ore
gregtech:ore_tin_0:1, Nether Tin Ore
gregtech:ore_tin_0:2, End Tin Ore
gregtech:ore_naquadah_0:0, Naquadah Ore
gregtech:ore_naquadah_0:1, Nether Naquadah Ore
gregtech:ore_naquadah_0:2, End Naquadah Ore
gregtech:ore_certus_quartz_0:0, Certus Quartz Ore
gregtech:ore_certus_quartz_0:1, Nether Certus Quartz Ore
gregtech:ore_certus_quartz_0:2, End Certus Quartz Ore
gregtech:ore_almandine_0:0, Almandine Ore
gregtech:ore_almandine_0:1, Nether Almandine Ore
gregtech:ore_almandine_0:2, End Almandine Ore
gregtech:ore_asbestos_0:0, Asbestos Ore
gregtech:ore_asbestos_0:1, Nether Asbestos Ore
gregtech:ore_asbestos_0:2, End Asbestos Ore
gregtech:ore_banded_iron_0:0, Banded Iron Ore
gregtech:ore_banded_iron_0:1, Nether Banded Iron Ore
gregtech:ore_banded_iron_0:2, End Banded Iron Ore
gregtech:ore_blue_topaz_0:0, Blue Topaz Ore
gregtech:ore_blue_topaz_0:1, Nether Blue Topaz Ore
gregtech:ore_blue_topaz_0:2, End Blue Topaz Ore
gregtech:ore_brown_limonite_0:0, Brown Limonite Ore
gregtech:ore_brown_limonite_0:1, Nether Brown Limonite Ore
gregtech:ore_brown_limonite_0:2, End Brown Limonite Ore
gregtech:ore_calcite_0:0, Calcite Ore
gregtech:ore_calcite_0:1, Nether Calcite Ore
gregtech:ore_calcite_0:2, End Calcite Ore
gregtech:ore_cassiterite_0:0, Cassiterite Ore
gregtech:ore_cassiterite_0:1, Nether Cassiterite Ore
gregtech:ore_cassiterite_0:2, End Cassiterite Ore
gregtech:ore_cassiterite_sand_0:0, Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:1, Nether Cassiterite Sand Ore
gregtech:ore_cassiterite_sand_0:2, End Cassiterite Sand Ore
gregtech:ore_chalcopyrite_0:0, Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:1, Nether Chalcopyrite Ore
gregtech:ore_chalcopyrite_0:2, End Chalcopyrite Ore
gregtech:ore_chromite_0:0, Chromite Ore
gregtech:ore_chromite_0:1, Nether Chromite Ore
gregtech:ore_chromite_0:2, End Chromite Ore
gregtech:ore_cinnabar_0:0, Cinnabar Ore
gregtech:ore_cinnabar_0:1, Nether Cinnabar Ore
gregtech:ore_cinnabar_0:2, End Cinnabar Ore
gregtech:ore_coal_0:0, Coal Ore
gregtech:ore_coal_0:1, Nether Coal Ore
gregtech:ore_coal_0:2, End Coal Ore
gregtech:ore_cobaltite_0:0, Cobaltite Ore
gregtech:ore_cobaltite_0:1, Nether Cobaltite Ore
gregtech:ore_cobaltite_0:2, End Cobaltite Ore
gregtech:ore_cooperite_0:0, Sheldonite Ore
gregtech:ore_cooperite_0:1, Nether Sheldonite Ore
gregtech:ore_cooperite_0:2, End Sheldonite Ore
gregtech:ore_diamond_0:0, Diamond Ore
gregtech:ore_diamond_0:1, Nether Diamond Ore
gregtech:ore_diamond_0:2, End Diamond Ore
gregtech:ore_emerald_0:0, Emerald Ore
gregtech:ore_emerald_0:1, Nether Emerald Ore
gregtech:ore_emerald_0:2, End Emerald Ore
gregtech:ore_galena_0:0, Galena Ore
gregtech:ore_galena_0:1, Nether Galena Ore
gregtech:ore_galena_0:2, End Galena Ore
gregtech:ore_garnierite_0:0, Garnierite Ore
gregtech:ore_garnierite_0:1, Nether Garnierite Ore
gregtech:ore_garnierite_0:2, End Garnierite Ore
gregtech:ore_green_sapphire_0:0, Green Sapphire Ore
gregtech:ore_green_sapphire_0:1, Nether Green Sapphire Ore
gregtech:ore_green_sapphire_0:2, End Green Sapphire Ore
gregtech:ore_grossular_0:0, Grossular Ore
gregtech:ore_grossular_0:1, Nether Grossular Ore
gregtech:ore_grossular_0:2, End Grossular Ore
gregtech:ore_ilmenite_0:0, Ilmenite Ore
gregtech:ore_ilmenite_0:1, Nether Ilmenite Ore
gregtech:ore_ilmenite_0:2, End Ilmenite Ore
gregtech:ore_bauxite_0:0, Bauxite Ore
gregtech:ore_bauxite_0:1, Nether Bauxite Ore
gregtech:ore_bauxite_0:2, End Bauxite Ore
gregtech:ore_lazurite_0:0, Lazurite Ore
gregtech:ore_lazurite_0:1, Nether Lazurite Ore
gregtech:ore_lazurite_0:2, End Lazurite Ore
gregtech:ore_magnesite_0:0, Magnesite Ore
gregtech:ore_magnesite_0:1, Nether Magnesite Ore
gregtech:ore_magnesite_0:2, End Magnesite Ore
gregtech:ore_magnetite_0:0, Magnetite Ore
gregtech:ore_magnetite_0:1, Nether Magnetite Ore
gregtech:ore_magnetite_0:2, End Magnetite Ore
gregtech:ore_molybdenite_0:0, Molybdenite Ore
gregtech:ore_molybdenite_0:1, Nether Molybdenite Ore
gregtech:ore_molybdenite_0:2, End Molybdenite Ore
gregtech:ore_powellite_0:0, Powellite Ore
gregtech:ore_powellite_0:1, Nether Powellite Ore
gregtech:ore_powellite_0:2, End Powellite Ore
gregtech:ore_pyrite_0:0, Pyrite Ore
gregtech:ore_pyrite_0:1, Nether Pyrite Ore
gregtech:ore_pyrite_0:2, End Pyrite Ore
gregtech:ore_pyrolusite_0:0, Pyrolusite Ore
gregtech:ore_pyrolusite_0:1, Nether Pyrolusite Ore
gregtech:ore_pyrolusite_0:2, End Pyrolusite Ore
gregtech:ore_pyrope_0:0, Pyrope Ore
gregtech:ore_pyrope_0:1, Nether Pyrope Ore
gregtech:ore_pyrope_0:2, End Pyrope Ore
gregtech:ore_rock_salt_0:0, Rock Salt Ore
gregtech:ore_rock_salt_0:1, Nether Rock Salt Ore
gregtech:ore_rock_salt_0:2, End Rock Salt Ore
gregtech:ore_ruby_0:0, Ruby Ore
gregtech:ore_ruby_0:1, Nether Ruby Ore
gregtech:ore_ruby_0:2, End Ruby Ore
gregtech:ore_salt_0:0, Salt Ore
gregtech:ore_salt_0:1, Nether Salt Ore
gregtech:ore_salt_0:2, End Salt Ore
gregtech:ore_saltpeter_0:0, Saltpeter Ore
gregtech:ore_saltpeter_0:1, Nether Saltpeter Ore
gregtech:ore_saltpeter_0:2, End Saltpeter Ore
gregtech:ore_sapphire_0:0, Sapphire Ore
gregtech:ore_sapphire_0:1, Nether Sapphire Ore
gregtech:ore_sapphire_0:2, End Sapphire Ore
gregtech:ore_scheelite_0:0, Scheelite Ore
gregtech:ore_scheelite_0:1, Nether Scheelite Ore
gregtech:ore_scheelite_0:2, End Scheelite Ore
gregtech:ore_sodalite_0:0, Sodalite Ore
gregtech:ore_sodalite_0:1, Nether Sodalite Ore
gregtech:ore_sodalite_0:2, End Sodalite Ore
gregtech:ore_tantalite_0:0, Tantalite Ore
gregtech:ore_tantalite_0:1, Nether Tantalite Ore
gregtech:ore_tantalite_0:2, End Tantalite Ore
gregtech:ore_spessartine_0:0, Spessartine Ore
gregtech:ore_spessartine_0:1, Nether Spessartine Ore
gregtech:ore_spessartine_0:2, End Spessartine Ore
gregtech:ore_sphalerite_0:0, Sphalerite Ore
gregtech:ore_sphalerite_0:1, Nether Sphalerite Ore
gregtech:ore_sphalerite_0:2, End Sphalerite Ore
gregtech:ore_stibnite_0:0, Stibnite Ore
gregtech:ore_stibnite_0:1, Nether Stibnite Ore
gregtech:ore_stibnite_0:2, End Stibnite Ore
gregtech:ore_tetrahedrite_0:0, Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:1, Nether Tetrahedrite Ore
gregtech:ore_tetrahedrite_0:2, End Tetrahedrite Ore
gregtech:ore_topaz_0:0, Topaz Ore
gregtech:ore_topaz_0:1, Nether Topaz Ore
gregtech:ore_topaz_0:2, End Topaz Ore
gregtech:ore_tungstate_0:0, Tungstate Ore
gregtech:ore_tungstate_0:1, Nether Tungstate Ore
gregtech:ore_tungstate_0:2, End Tungstate Ore
gregtech:ore_uraninite_0:0, Uraninite Ore
gregtech:ore_uraninite_0:1, Nether Uraninite Ore
gregtech:ore_uraninite_0:2, End Uraninite Ore
gregtech:ore_wulfenite_0:0, Wulfenite Ore
gregtech:ore_wulfenite_0:1, Nether Wulfenite Ore
gregtech:ore_wulfenite_0:2, End Wulfenite Ore
gregtech:ore_yellow_limonite_0:0, Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:1, Nether Yellow Limonite Ore
gregtech:ore_yellow_limonite_0:2, End Yellow Limonite Ore
gregtech:ore_nether_quartz_0:0, Nether Quartz Ore
gregtech:ore_nether_quartz_0:1, Nether Quartz Ore
gregtech:ore_nether_quartz_0:2, End Nether Quartz Ore
gregtech:ore_quartzite_0:0, Quartzite Ore
gregtech:ore_quartzite_0:1, Nether Quartzite Ore
gregtech:ore_quartzite_0:2, End Quartzite Ore
gregtech:ore_graphite_0:0, Graphite Ore
gregtech:ore_graphite_0:1, Nether Graphite Ore
gregtech:ore_graphite_0:2, End Graphite Ore
gregtech:ore_bornite_0:0, Bornite Ore
gregtech:ore_bornite_0:1, Nether Bornite Ore
gregtech:ore_bornite_0:2, End Bornite Ore
gregtech:ore_chalcocite_0:0, Chalcocite Ore
gregtech:ore_chalcocite_0:1, Nether Chalcocite Ore
gregtech:ore_chalcocite_0:2, End Chalcocite Ore
gregtech:ore_realgar_0:0, Realgar Ore
gregtech:ore_realgar_0:1, Nether Realgar Ore
gregtech:ore_realgar_0:2, End Realgar Ore
gregtech:ore_bastnasite_0:0, Bastnasite Ore
gregtech:ore_bastnasite_0:1, Nether Bastnasite Ore
gregtech:ore_bastnasite_0:2, End Bastnasite Ore
gregtech:ore_pentlandite_0:0, Pentlandite Ore
gregtech:ore_pentlandite_0:1, Nether Pentlandite Ore
gregtech:ore_pentlandite_0:2, End Pentlandite Ore
gregtech:ore_spodumene_0:0, Spodumene Ore
gregtech:ore_spodumene_0:1, Nether Spodumene Ore
gregtech:ore_spodumene_0:2, End Spodumene Ore
gregtech:ore_lepidolite_0:0, Lepidolite Ore
gregtech:ore_lepidolite_0:1, Nether Lepidolite Ore
gregtech:ore_lepidolite_0:2, End Lepidolite Ore
gregtech:ore_glauconite_sand_0:0, Glauconite Sand Ore
